문장,긍정 확률,star,result
아서 플렉에 대해 변호하는 영화조커에서 아서 플렉이 조커로 변모하는 모습을 보여줬다면폴리 아 되에서 아서가 왜 그렇게 행동했는지에 대해 변호를 한다영화내 대중들이 아서 플렉이 아닌 조커를 원하는 것처럼관람객들은 편에서 쌓은 광기를 가중시키며서 플렉에 대해 변호하는 영화조커에서 아서 플렉이 조커로 변모하는 모습을 보여줬다면폴리 아 되에서 아서가 왜 그렇게 행동했는지에 대해 변호를 한다영화내 대중들이 아서 플렉이 아닌 조커를 원하는 것처럼나 혹은 다른 관람객들은 우리가 아는 미친 캐릭터인 조커를 원했는데 우리가 기대했던 영화가 나오지 않자 할리퀸처럼 등을 돌린 것 같다아서 플렉의 웃음처럼 자꾸만 뜬금없이 터져나오는 노래들은 광기를 내포하는 것 같은데일반인이 광기를 이해할 수 없는 것처럼 영화를 보는 내내 꼭 뮤지컬 영화로서 후속편을 만들었어야했나 이해할 수가 없었다정말 좋아하는 영화의 후속편이었는데아쉬움을 둘째치고 영상미나 스토리는 나쁘지 않았던 것 같았다명작의 후속편이 평작일수 밖에 없는 이유는 전작의 후광에 후작에 그림자가 드리우지기 때문이 아닐까 ,0.4357328712940216,6,3.0
마지막에 등장하는 스스로 입을 찢는 진짜 조커를 보고싶었는데 그냥 범부를 시간동안 보니까 사람들이 노래 나올때마다 화장실가도라 ,0.6117600202560425,6,4.0
의도한 바는 알겠으나 굳이 뮤지컬로 라는 느낌이 들었습니다 사실 노래랑 쓸데없는 장면 좀 쳐내면 더 괜찮았을 것 같은데 사실 저희가 조커의 모습을 기대한건 예고편 때문이 아닌지 이런 영화입니다 하고 보여주는게 예고편 아닌가요  이거 사기당한 기분임특정 장면들에서 사람들이 아서가 아닌 조커를 찾는다는걸 보여주는 것도 알겠지만리 조차도 그냥 좀 노래가 아니라 연출로 망상을 표현했으면 어떨까요 ,0.023212941363453865,7,0.0
시간많으신분들 보시길 ,0.04708527401089668,1,0.0
조커가 부른 아들타령 젊디 젊은 하비덴트 배 속에 아기를 품은채 조커에 실망해 떠나는 할리 호아퀸의 조커가 배트맨과 싸우던 히스의 조커가 아닐 수도 ,0.8715388774871826,5,4.0
기대하지않고 봤지만 관람비가 너무아까비였습니다 ,0.008908620104193687,2,0.0
감독의 의도는 알겠지만 관객의 기대는 배반했다 ,0.08179236948490143,6,0.0
조커를 본 건지 레이디 가가 콘서트를 본 건지 ,0.3174511790275574,3,1.0
그래 노래 잘부르더라 로 조커의 살인을 정당화 하냐는 욕을 많이 먹어서 그런지 내적갈등을 통해 조커의 살인이 옳지 않았음을  다루고자 한 것 같은데 굳이 뮤지컬 영화로 했어야 했나 싶음 특히 재판 마지막 장면은 올해 본 영화 중 최악이었음 그래도 역시나 미장센은 최고였음 ,0.0184161439538002,7,0.0
영화 끝나고 관람객모두가 초 멍때린듯 이걸 돈주고 본 내가 조커되겄다 ,0.0538303442299366,1,0.0
난 노래하는 조커를 보러간게 아닌데 ,0.4823686480522156,1,0.0
감독은 조커를 보러 방문한 관객들도 영화의 한 부분으로 참여시킨다 조커의 광기가 없다고 실망해버린 관객의 이게 뭐야 라는 실망감도 잠시 나에게 관심이나 있었냐고 말하는 아서 플렉의 외침이 들린다관객인 나를 어디 평가하고 훈수둘려고하지 라는 감정이 들긴하지만 솔직히 허를 찔린 듯한 느낌도 사실이다 조커의 조커에게서 분명한 공격성이 보여서 오히려 아서 플렉의 모습을 찾아 헤맸는데 조커에서의 조커에게서는 기대한 공격성이 없어서 아서 플렉의 모습은 잊혀지고 광기의 조커만을 찾아 헤맸다솔직히 조커을 엄청 재미있게봐서 조커를 보고 나오면서는 실망을 했다 곱씹어보면서 아 처음의 실망감으로 끝날 영화는 아니구나 감독이 대단하다 라는 생각은 했지만 분명히 조커의 이야기를 끌어가는 힘에 비하면 아쉬운 부분이 많은 것은 사실이다 ,0.5774060487747192,8,5.0
폭력적 성향의 정신이상자 둘의 망상을 참고 본다 힘들었음 ,0.03498245030641556,1,0.0
서커스의 광대는 늘 웃고 농담해야하나아서를 조커로 만든건 이 세상일까 불 같은 사랑인가 ,0.8049248456954956,8,6.0
조커를 기대했을 때는 뒤통수가 얼얼한 꽝이었지만 아서를 회상하면 많은 감정이 지나갔음 ,0.712965726852417,8,6.0
노래좀 그만해 제발 멈춰라 이것들아 ,0.1399439573287964,2,0.0
전작과 정반대편으로 나아가 마무리 지은 아서의 이야기 ,0.8181860446929932,8,7.0
지루함 지루함 지루함 지루함 ,0.006827814504504204,1,0.0
 기대와 예상을 벗어났지만 레이디 가가와 호아킨 피닉스의 연기와 노래만으로도 볼만했던 영화 ,0.9921751618385315,8,8.0
영화감상 도중에 자꾸만 시계를 보게되는 지루함이 기대했던 마음을 내려놓고 생각해봐도 점도 못주겠음 ,0.014274912886321545,4,0.0
사람들이 열광하는 건 아서가 아닌 조커라서 이 영화가 호불호가 갈린다고 생각합니다 조커가 아닌 인간 아서의 이면을 보고 싶은 사람들에게 추천해요 ,0.980643630027771,7,7.0
분장과 잘 갖춘 정장 없이 네가 뭐라도 되는 줄 알아 ,0.07855148613452911,7,1.0
진짜 충격이었어요광기판 라라랜드인줄 편 보고 기대했는데 ,0.10366860032081604,1,0.0
저글링 하는 광대가 재밌을지언정 분장을 벗은 광대는 궁금하지 않다 ,0.03305891156196594,7,0.0
원하는 맛이 나지 않았어 ,0.029996288940310478,6,0.0
특유의 연출이나 영상미는 괜찮지만 임팩트가 없어요 ,0.017392076551914215,7,0.0
농담같이 끝은 오고 그제야 자유로운 우리 ,0.8774434924125671,8,7.0
뮤지컬 영화인줄 노래가 너무 과해서 지루함만 남는다 ,0.007037706207484007,5,0.0
감독이 조커 때문에 속죄하려고 만든 속편느낌 ,0.026954269036650658,8,0.0
노래가 너무 많았다 ,0.0974007099866867,2,0.0
노래 좋긴한데 너무 많이 부른다 ,0.30796122550964355,6,2.0
아서를 생각하지 않고 조커만 기대하고간 관객에게 총을 쏘는 감독 우리도 아서를 괴롭히던 사람과 똑같은 사람이었을뿐조커 연기는 훌륭했다 ,0.78656405210495,10,8.0
기대했던 영화여서 잘봤습니다 ,0.9121218919754028,8,7.0
끝까지 믿은 내가 밉다영화보는 내내 담배 엄청 땡겼던 영화 ,0.4506660997867584,3,1.0
근래 본영화중 최악이럴거면 뮤지컬영화라고해노래좀그만 ,0.009677022695541382,2,0.0
운좋게 얻은 미슐랭 원스타가 너무 부담이었는지 실수한 셰프의 요리같네요 분명 모양은 같은데 간도 안맞고 오버쿡이네요 ,0.12935030460357666,2,0.0
그냥 뮤지컬로 만들지 왜 영화로 굳이 냈나싶음몰입이 안되고 영화가 진행되면 조커가 마이크 잡고 가가가 노래 부르는데 늬들이 산을 쌓든 뭘하든 전개가 이런식으로 가는게 아닌 것 같음영화의 스토리는 법정공방 뮤지컬하기 상상하기 이 개로 끝인데 급 영화가 차리리 시간 잘가고 더 재밌고 몰입감이 좋겠다 이 영화에선 딱 하나만 볼게 있다 뮤지컬 노래는 좋다 이거 단 하나 ,0.0936783105134964,1,0.0
뮤지컬 영화인 거 알았으면 안 봤을텐데 ,0.14862164855003357,1,0.0
조커는 없어요 그저 아서 플렉만 있을 뿐 ,0.14026063680648804,5,1.0
이제껏 본 적 없고 전례 없는 속편 전작의 그림자와의 팽팽한 중주 끝에 노 모어 조커 라고 선언했지만 끝내 산발해버린 그 차가운 악들 ,0.2043444812297821,9,2.0
조커에 대리만족 얻은 인셀남들 참교육 스토리 ,0.2156866043806076,10,2.0
조커 폴리 아 되 재밌어요 ,0.9924442172050476,8,8.0
뮤지컬 요소가 있다는 것을 전혀 모르고 봤지만 거슬릴 정도는 아니었어요물론 조커나 할리퀸의 파괴적인 모습은 거의 없다시피 했지만 충분히 생각할 거리가 있는 영화였어요 ,0.9915818572044373,10,10.0
아 진짜 집중할만 하면 노래부르고 이게 뮤지컬이야 영화야 ,0.35221925377845764,2,1.0
그래도 이 조금 더 나은듯 ,0.20528464019298553,10,2.0
난 이런거 많이봐서 좋았는데 제작비 천억으로 예술영화만드는거 좀 역겹긴해 ,0.4771803915500641,10,5.0
정성스럽게 빚은 흠냐링 ,0.07564098387956619,10,1.0
제목을 아서 플렉이라 했으면 더 좋았을까 연출 연기 극호 ,0.52105313539505,8,4.0
아서 플렉과 조커 그 사이 나와 그림자가 싸우는 과정노래가 나오는 장면은 조커 마지막 노래를 하지 마라는 것은 아서 플렉아서 플렉과 조커 사이 그는 자아를 선택할 수 있었다리 퀸젤은 그를 통해 대중의 심리를 컨트롤하려 하였고 그렇기에 아서 플렉은 필요하지 않다그는 조커와 아서 플렉을 대립하였고 리 퀸젤에게 본인 자신을 사랑해달라 호소하였지만리 퀸젤 그리고 대중은 조커와 아서 플렉 중 조커를 선택했다그는 마지막까지 대중들에게는 무시받는 비운의 광대였다이번 영화가 조커를 향한 동경과 조커라는 빌런에 빠져 있는 사람이라면 영화가 불쾌했을 것이다감정선을 따라가며 아서 플렉에 대해 공감을 표한다면 재밌을 것 같은 영화이다 ,0.8711415529251099,10,9.0
아서 플렉이란 한 인간의 삶에 대한 훌륭한 영화였다 조커의 난장판을 기대한 사람들은 크게 실망하겠지만 이렇게 쏟아지는 악평들로 영화가 완성된 느낌 ,0.9835901856422424,10,10.0
조커 일대기를 그린 영화를 봤냐면서 고담시의 사람들과 현실의 사람들을 동일시하며 조커는 광기에 미친 혁명가따위가 아니라 그저 하나의 나약한 범죄자 일뿐이다를 너무 보여주고 싶었나본데 사람들은 조커라는 캐릭터를 맛깔나게 살린것을 보고싶은거지 훈계듣고픈게 아니다 ,0.3211151957511902,4,1.0
최고의 미장센과 귀호강 분열된 자아 표현에 대한 연출의 정점 ,0.9910123348236084,10,10.0
조커라는 인물을 차용한 뮤지컬 로멘스 ,0.686681866645813,6,4.0
편을 마주보고 부숴가는 추앙의 해부 ,0.4403056204319,7,3.0
너무 재밌게봤습니다  ,0.9921240210533142,10,10.0
레이디 가가 콘서트에 스페셜 게스트 조커 잘봤습니다 ,0.986208438873291,2,2.0
호아킨의 연기는 정말 최고였습니다 ,0.958765983581543,9,9.0
시간 돈낭비아무런 철학도없고 그냥 둘러대기만하고 억지스럽고 피곤한사람은 그냥 푹잘잘듯 ,0.0074185943230986595,1,0.0
그 엄청난 편을 어떻게 보았느냐에 따라 이 작품에 대한 평이 완전히 갈리는 것 같습니다 물론 보면서 고개를 갸웃거린 부분도 있었지만 저는 이 영화가 끝내 설득해 냈다고 생각하는 쪽입니다 재밌게 잘 봤습니다 ,0.992493212223053,7,7.0
지극히 현실감 있는 조커 묘사에 현실감 있는 결말까지 강추 ,0.9919339418411255,10,10.0
식상한 조리법으로 퀄리티 있는척 해봤지만 결과는 엉망 ,0.008394492790102959,5,0.0
전편과 별개의 영화 같다 뮤지컬은 피곤해 ,0.07311002165079117,8,1.0
홍대병 걸린 호아킨 피닉스와 레이디 가가의 조커죽이기 영화토드도 거기에 동조해서 미쳐서 예술병 걸린 이상한 영화를 만들었음 ,0.05595965310931206,1,0.0
조커  폴리 아되는 역설적이게도 조커를 좋아하는 자극적이고 폭력적인 묘사를 갈구하는 사람들을 꼬집는 영화다 리는 관객들을 대변한다 그녀는 아서에게서 조커의 모습을 끌어내려 하며 이는 관객들이 기대하는 조커라는 영화의 모습과 일치한다 아서가 점점 조커의 모습으로 변하는데 여기서 영화의 훌륭한 연출을 볼 수 있다 조커  폴리 아 되의 뮤지컬은 순수히 아서의 변화로 쓰인다 이는 감독이 뮤지컬을 선택한 이유며 다른 뮤지컬 영화라는 달리 조커만이 할 수 있는 독창적인 연출 포인트다 아서가 리를 만난 이후부터 뮤지컬 장면이 등장하며 아서는 조커로 변해간다 자신의 머리에 방아쇠를 당기는 장면이 조커가 완전히 깨어나는 장면이고 리와 추종자들은 열광한다 이들은 관객과 일치한다 하지만 조커는 게리를 만나며 흔들린다 이 장면 후부터 나오는 뮤지컬은 전과는 정반대로 아서가 되는 장면이다 그는 감옥 동료가 죽으면서 완전히 아서로 돌아온다 아서로 변한 그의 마지막 재판 장면 이 장면에서 감독은 관객을 완벽히 농락한다 아서는 카메라를 보며 조커는 환상이라고 말한다 이는 카메라 밖 관객들에게 말하는 것이며 감독이 자극적인 것을 갈구하는 관객들에게 직접 전하는 메시지인 것이다 곧이어 법원이 폭발되고 아서는 법원을 빠져나와 조커 추종자들이 운전하는 택시를 탄다 이 장면은 편의 결말부 장면과 겹쳐 보이며 관객은 조커는 환상이라는 발언을 잊은 채 조커가 편처럼 고담시를 뒤집어 놓길 바란다 하지만 조커는 그러지 않는다 택시에서 내려 리를 찾아갈 뿐이다 이는 관객들에게 허무함을 안겨다 주는 감독의 뛰어난 농락이다 결말에서 아서는 칼을 맞고 죽는다 내가 세어볼 때 방을 맞은 거 같다 영화에서 아서는 명을 죽였다고 말한다 여기서 방은 아서가 죽인 사람을 나머지 한 방은 조커를 의미하는 것 ,0.9838628172874451,8,8.0
영화 제목을 아서로 바꿔야함 ,0.03810847923159599,4,0.0
아서의 훌륭한 연기력과는 별개로호불호가 심할듯 하다이 정말 그립다 ,0.6449712514877319,5,3.0
조커 아서 조커 아서 사람들은 자신이 보는  것만 생각하지 한 번도 아서의 입장에서 생각해본 적 있을까 뮤지컬형식은 호불호가 갈릴 수 있겠지만 인간에 대해서 충분히 고찰할 수 있었다 ,0.9916837215423584,8,8.0
아서 플렉이 누군데 광기는 이어진다 ,0.41614270210266113,6,2.0
후반부에 노래는 좀 줄이고그나마 남아있던 아서플렉은 죽고완전한 조커로 부활했으면 어땠을까 아쉬움 ,0.14062941074371338,6,1.0
이건 조커가 아니야 ,0.06881869584321976,1,0.0
감독님 뮤지컬 아니라면서이 정도면 뮤지컬이잖아 ,0.7960296869277954,1,1.0
관객도 군중도 충족시키지 못한 그냥 나약한 인간일뿐 ,0.027114879339933395,6,0.0
나는 광기어린 조커를 보러간건데 ,0.7561764121055603,6,5.0
아무리 큰 불길이 솟아오른다 한들 결국 남는건 재뿐인걸 ,0.38594403862953186,10,4.0
편을 이렇게만드냐  ,0.023777447640895844,1,0.0
제 인생 최고의 영화입니다 보는 내내 감동에 벅차 어쩔줄을 몰랐네요전세계 모든 사람이 돈아끼지마시고 이 영화를 보시길 바랍니다 ,0.9922699928283691,10,10.0
난 이거 보고 느낀건데 범죄자들에게 적잖게 영향을 주는 조커라는 존재에 먹칠함으로써 더 이상 조커에게 영감을 받지도 환상을 가지지도 말라는 감독의 의도가 깔린 게 아닌가 싶다 지금 나오는 불호반응들이 감독이 의도한게 아닌가 싶은데 이거 감독이 조커에 대한 기대감과 열망을 가진 사람들에게 사회실험한 영화가 아닐까 ,0.5653787851333618,10,6.0
이렇게 만들거면 조커라는 타이틀은 왜 달고 만들었냐 아서 플렉 일대기라고 적고 만들던가 하지 코믹스 최고 인기빌런인 조커의 이름값은 빌리고 싶고 그 조커에 열광하는 사람들에게 돌려준건 조롱섞인 풍자뿐 ,0.026122286915779114,1,0.0
솔직히 연기나 뮤지컬적 요소나 감정이입 등등 거의 모든 부분이 매우 훌륭합니다 그러나 관객들이 원한 것은 아서 플랙이 아니라 조커였다는 것을 감독이 몰랐나 봅니다 그리고 감정이입을 그렇게 시켜놓고 결말이 참 모 게임 편만큼 배신감이 드는 영화였습니다 감독의 의도는 알겠지만 다시는 호아킨 피닉스의 조커 따위는 보고 싶지 않습니다 ,0.1086297556757927,1,0.0
조커를 사랑했다면 점 아서를 사랑했다면 점 우리는 아서를 사랑한 적 없었다 조커에 환호했을 뿐 조커의 가면을 벗자 사랑도 조커와 함께 허상이 되는 이야기 평점까지 영화의 끝이 이어진다 조커가 아닌 아서에게 사랑을 담아 점을 ,0.990250825881958,10,10.0
뭐만하면 노래만 부르고 재미도없고 돈아깝다 ,0.007194258272647858,1,0.0
내가 조커인지 조커로 살아야 하는지 아서 플렉으로 살아야 하는지 알 수 없는 한 인간의 이야기 ,0.8233908414840698,10,8.0
우리는 모두 조커를 원했다 끝까지 아서 플렉에게는 관심 없었다 허무한 결말에 뒤돌아선 우리는 바로 리 퀸젤 그 자체였다 ,0.8277037143707275,10,8.0
호어킨 연기 빼고 다 별로 ,0.008817865513265133,2,0.0
누가 들어오려고 하는가 조커 약자를 괴롭히는 쓰레기들을 처리하고 당대 최고의 토크쇼 진행자 머레이를 생방송에서 살해하여 쓰러지고 버림받은 자들의 가슴에 혁명의 불씨를 일으킨 장본인이다 우리는 그가 누군지 모른다 아서 플렉 한낱 죄 많은 인간입니다 우리는 그가 누군지 모른다 ,0.9278815984725952,9,8.0
노잼이라 하품하게되 ,0.008387524634599686,2,0.0
전달하려고 하는 바는 알겠으나 지루한 게 팩트 ,0.01192605309188366,1,0.0
감독이 그거 아니라고 너무 말해주고 싶었나봄 ,0.019934577867388725,10,0.0
노잼 끝에 쾅할때까지 잡니다 ,0.011391517706215382,1,0.0
아서 플렉도 사람이었다 ,0.9197933077812195,7,6.0
난해해서 평가 갈릴듯 함 저는 별루 ,0.010851483792066574,2,0.0
정신차리기 싫었던 그들이었다 ,0.4888436794281006,10,5.0
연기자체는 너무 소름돋게 좋앗어요 영상미도 좋았고요 근데 음악이 너무 아무때나 맥락없이 남발이 되었어요 오히려 몰입을 방해하고 스토리 자체가 두 인물의 계연성이나 서사를 다 담아내질 못하고 어디부터 시작이고 어디부터 끝인지 어중간하게 흘러가버리네요 조커에서 너무 큰 감동을 받았던지라 기대가 컷는데 실망이 엄청납니다 ,0.0438060499727726,4,0.0
지루한 노래 재미없는 조크 ,0.007493589073419571,1,0.0
지루하지 않고 실존주의적 메세지을 담은 마지막에 반전인가 ,0.9779725074768066,10,10.0
편에서의 조커는 자신의 진정한 모습을 찾았고 그동안 억눌러왔던 본연이 타고난 자연스러운 악을 표출했는데그걸 우린 광기라 불렀고 그 자아를 마주한 이후 더욱 더 자신이 될 것이란 예상과 달리 영화는 아서플렉의 모습으로 퇴화해버리는 스토리로 흘러간다 왜지 라는 물음과 함께 굉장히 씁쓸해지는 영화였다 모든 재료를 도마위에 다 갖추고서 과감히 썰기만 하면 되는 찰나인데 칼을 버려버린 느낌 조커 을 다시보고 떨쳐내야겠다 이느낌을 내조커  ,0.4620373249053955,2,1.0
악인에게 좋지 않은 결말을 주는 것과 성의없는 결말을 주는 건 전혀 다른 차원의 이야기다 ,0.3392103314399719,5,2.0
영화 잘 봤습니다 재밌네요 ,0.9924814701080322,10,10.0
진짜 감독 이샛가 스타이즈본 생각하고 이딴 식으로 만든거면 유죄다 하 내시간 내감동 감독 감다뒤졌네 ,0.02690090797841549,1,0.0
조커의 멋진 마무리였어요 ,0.9920529127120972,8,8.0
진정한 조커가 탄생하는 것이 산을 쌓아올리는 것이었다면 아서플렉은 그 산을 부숴버렸다 ,0.7165470123291016,10,7.0
조커가 아닌 아서플렉이라는 한 사람의 이야기 ,0.9023885130882263,7,6.0
스토리 중간에 노래를 너무 많이 넣은 듯한 느낌이 ,0.033677347004413605,7,0.0
아서 플렉이란 인물을 묘사한 부분에선 감탄했지만 조커라는 영화로서는 실패했다고 봄 ,0.11165527999401093,6,1.0
두번다시 조커에 열광하고 추종하지 못하게 철저히 망가뜨린 영화 영화 안에서도 영화 밖에서도 이젠 그를 추앙하지 못하리라 ,0.40116551518440247,4,2.0
편을 기대하고 봤다면 당연히 실망스럽긴한데 조커가 아닌 아서플렉의 내면을 조명해본건 흥미로웠다다만 이영화의 오점은 몰입할라고하면 두서없이 나오는 뮤지컬과 할리퀸이라는 캐릭터를 겨우 이런식으로 활용한다고싶은지점에서 화가났다 ,0.4145655632019043,9,4.0
아니 죄를 지었으면 벌을 받아야지 왜 노래를 부르냐 ,0.06527015566825867,2,0.0
편 안 보기  편 보고 후회하기 ,0.028544098138809204,1,0.0
사실 이 모든건 감독이 원했던 반응 아닐까 ,0.3629036247730255,6,2.0
조커가 아니라 조커랜드였네 ,0.6503891944885254,2,1.0
내취향은 아니지만 의외로 잘봤음 저는 편보단 이게 좋았어요 ,0.9923904538154602,8,8.0
조커를 발가벗긴 아서 플렉의 민낯 ,0.3830748498439789,7,3.0
전편을 이어 나가기보단 해체해 나가며 조커 이면의 아서를 조명한다 ,0.6408295035362244,6,4.0
보는 듣는 재미는 좀 있었는데개인적으로 매우실망 ,0.007413189392536879,4,0.0
나는 토니스타크지만 아이언맨은 아니다 ,0.26503223180770874,2,1.0
조커가 아닌 아서를 바라보는 멋진영화 ,0.991563081741333,10,10.0
호불호가 많이 갈릴 영화내가 원하는 결말은 아니었지만 내 기대였을 뿐이다 전편과는 다르지만 더 묵직하게 나를 흔들었다 ,0.9913880228996277,9,9.0
조커의 속편이 아닌 것 같은 영화 ,0.12086213380098343,5,1.0
이문열의 사람의 아들 보는거 같음 ,0.46939966082572937,7,3.0
아 진짜 너무 애매하다노래가 후반부 가면서 집중 다 깨트리고 결말도 참 거 음 허허 ,0.02016221359372139,4,0.0
더 이상 가 되고 싶지 않아 조커가 된 아서하지만 조커가 아닌 아서는 할리도 관중도 그리고 죄수들도 원하지 않았다심지어 이 영화를 보러 온 관객마저도조커에서 아서 플렉이 되기를 선택한 순간 아서는 다시 가 되어 살해당한다조커의 광기는 이미 다른 이들에게 전염된 채 ,0.2399810552597046,10,2.0
편의 몰입감과 압도감의 여운이 아직도 남아있는데 원래도 뮤지컬 영화를 별로 안 좋아하긴 하지만 진짜 너무 심할 정도로 노래가 너무 많이 나와서 집중 다 깨지는 그것도 뭔가 감동있고 웅장한 뮤지컬 느낌이 아니라 그냥 오글거려요 엥 하는 장면도 너무 많고 레이디가가는 그냥 노래실력 뽐내러 나온 것 같고 년의 조커로 그냥 기억할게요 ,0.9816691279411316,1,1.0
 상상인가 현실인가 혼란스러운 조커의 정신 상태위주로 보여주려는 영화빌런이 만들어지려는 편을 기대하지 마시길 ,0.030868366360664368,6,0.0
조커 과거를 생각해서 그의 시선으로 봐야 이해할 수 있는 영화개인적으로는 이런 메시지를 줄수있는게 좋다고 생각한다 나는 재밌게봤다 ,0.9916393160820007,9,9.0
조커는 없는 영화인걸로 조커을 인상깊게 본 우리의 망상인 셈 치자구요  ,0.2619709074497223,3,1.0
생각을 많이 하게 되는거 같아요간만에 좋은영화 봤어오 ,0.9918327331542969,10,10.0
연출은 마음에 들긴 했지만 난해하고 뭘 말하고자 하는 지를 이해하지 못하겠음 생각을 많이 해야하는 영화 ,0.03282783925533295,5,0.0
전작에 비해 한참미치지 못할것은 예상했다다른 뮤지컬 영화는 잘 즐겼지만 이번엔 노래가 나올때 다른생각을 몇번 떠올렸다 내 자신이 인물에 너무 몰입을 했는지 관람이후에 씁쓸하고 우울한 감정이 계속 남아돌았다 ,0.8632577657699585,6,5.0
노래 부르는 할리퀸을 막는 아서의 마지막 손짓만 진실됨 ,0.03986307978630066,1,0.0
역대 미디어의 할리 퀸의 표상 중 가장 이례적인 사례가 될 듯하다 ,0.8463873863220215,8,7.0
명작의 탈을 쓴 범작이였던 전작을 뛰어넘는 진정한 명작의 탄생 ,0.9923422932624817,10,10.0
아서에 몰입하고 보면 이만한 영화가 없다 ,0.9838158488273621,9,9.0
너무 재미있어요 제 인생 영화입니다 꼭 한 번 보시는 것을 추천드려요 ,0.9920064806938171,10,10.0
리 역시 아서 플렉이 아닌 조커를 사랑했네 ,0.8665894269943237,6,5.0
노멀노멀노멀노멀 ,0.1100902110338211,6,1.0
망작지루 그 자체 기다리고 기달렸건만요즘 왜 이러냐연기력 있는 배우들을 이렇게 쓰냐 ,0.01917915977537632,1,0.0
조커 편 같은걸 기대했는데 좀 실망임 ,0.011242996901273727,6,0.0
조커가 아닌 인간 아서 플렉의 내면을 잘 묘사한 영화 호불호가 갈리겠지만 저는 극호  전편의 광기를 기대하고 갔다면 실망할 것 ,0.7663090825080872,10,8.0
며칠간 기다려서 개봉날 조조로 본 나를 조커 추종자와 같은 사람이라고 비아냥거린 감독의 영화 아서플렉과 조커의 새로운 서사를 만들어내지 못한 감독에게 불쾌함을 표한다 뮤지컬의 문법조차 깨버린 뮤지컬호소영화 ,0.21507491171360016,2,0.0
노래랑 연기랑 영상미만 보면나름 괜찮은데스토리 기대는  ,0.14081338047981262,8,1.0
조커에 라라랜드를 섞었다 ,0.43647903203964233,1,0.0
알바 진짜 많다 연기 뺴고 볼 품 없다 ,0.01027629617601633,1,0.0
조커 실망은 기대란 이름값어치에 대한 배신감이지딴생각이 계속나는 집중안되는 지루한영화를 첫날조조로 보러간건 처음 ,0.013757917098701,2,0.0
편과 같은 스릴과 짜릿함을 느끼길 기대하며 달려갔더니 이게 웬 아서 플렉의 인간극장인지 숨겨진 의미와 감독의 의도를 차치하고 스릴러 범죄 액션을 기대하며 조커를 보러간 대다수의 평범한 관객이 감상하기엔 지루하고 재미가 없음 시시때때로 나오는 노래에다 담배씬편의 감동까지 사그라들게 한 영화 네 저는 아서 플렉보다 조커가 좋아요 조커 내놔 ,0.023447828367352486,1,0.0
노래가 광기를 표현하는 방법이라고 생각하고 보세요 말로해달라는 후반의 대사가 더 처절하네요 ,0.6990359425544739,8,6.0
아서의 원탁의 기사들 만들기 프로젝트 조커와 아서 사이를 오가며 이야기를 이어나가기 때문에 지루한면이 없지않으나 아서와 조커를 담아내는 영상미는 참 좋았다 ,0.8496120572090149,7,6.0
배우들이 아까운 영화 호아킨의 연기는 끝장이었고 가가의 연기도 않았지만 음음 ,0.030898302793502808,10,0.0
왜 이 이야기를 하는지 꼭 이러한 방식으로 풀어야만 하는지에 대한 납득부터가 되지 않는다 ,0.07506059110164642,5,0.0
환상은 그저 망상에 불과했을 뿐 ,0.03030574880540371,9,0.0
돈주고 본 내가 레전드다 이거말고 가문의영광리턴즈보는게 조커되는 지름길임 ,0.19838474690914154,1,0.0
조커도 없고 도 없다 ,0.026901068165898323,2,0.0
광대에서 가수가 된 조커의 무대 그리고 정말 최후진술 ,0.8617657423019409,6,5.0
아까운 캐릭터들의 낭비 할리퀸과 전작에서 날카롭게 제련된 조커를 이렇게 쓸 일인가 예술병 걸려 만들었지만 결국 보여준건 전작에서 충분히 보여준 조커의  서사  차라리 다음 배트맨 시리즈에 메인 빌런일 가능성으로 끝났으면 충분히 박수받았을텐데 감독은 공유 정신병을 관객들에게도 전염시킬 심산인가 배우들의 신들린 연기력만 아까움 마지막까지 의리로 봤다 ,0.013735638000071049,6,0.0
다 필요없고 드럽게 재미없는건 분명함 ,0.0073942942544817924,6,0.0
이게 뭔데 뭘 얘기하고 싶은건데 ,0.012899229303002357,1,0.0
진짜 스토리 엉망이고 노래 좀그 놈의 노래 좀 그만해라 여러분 명심하세요 조커는 존재하지 않는 영화입니다 ,0.02517159841954708,1,0.0
역대급 쓰레기 영화 탄생편은 나오면 안됐다뮤지컬 영화 좋아하는데 조커 에서 뮤지컬 영화를 기대한건 아니다역대급 쓰레기같은 뮤지컬 영화를 만들어놨네마운틴가가 캐스팅을 이래서 한건가노래 못불러서 한이 맺혔나 내용도 쓰레기 ,0.007695538457483053,2,0.0
뮤지컬 좋아하고 이번 레이디가가 앨범 미리듣고 노래가 좋아서 봤는데도 재미가 없었음전편이랑 같은 감독이 맞나 싶을정도로 내용도 엉성함 심지어 조커가 노래를 못불러서 제발 그만이라고 속으로 외침결론은 노잼 ,0.007444397080689669,4,0.0
왜 대부분의 영화들은 를 꼴아박을까 ,0.31077840924263,4,1.0
지루하기는 했는데 연출 노래 좋음 정상적인 사고하는 남자들은 재밌게 볼 듯 ,0.8817318081855774,8,7.0
아 문제가 뭘까  뮤지컬의 거부감  스토리가 없어도 너무 없다 할리퀸도 하는 거 전혀 없어  주제를 못 살렸다  꽤 괜찮은  딜레마가 살짝 있는데 속죄를 할 것인가 세상이 숭배하는 악당이 될 것인가 그걸 살렸더라면  결국 연기력과 영상미만 남았네 ,0.06943440437316895,3,0.0
