문장,긍정 확률,star,result
보면서 울었네요 좋았어요 ,0.9922240972518921,10,10.0
볼 때 마다 사랑을 하고 싶어지지만 진짜 사랑하기힘든거 같기도하다 아무리 다시봐도 두번째만난 사랑도 사랑같은데 첫사랑을 선택한 기준을 모르겠다 ,0.9266420602798462,8,7.0
가슴 아프지만 할 수 있다면 이루어진다면 이런 사랑을 하고 싶다 ,0.9922711849212646,10,10.0
혼자보고싶어서 가서 봤는데  진짜 다음엔 꼭 누구랑이든 다시 한번 보고싶게 만드는 영화  사랑에 대해 좀 더 깊게 생각하게 만들어 주었다 ,0.9915487170219421,10,10.0
인생영화  로맨스 싫어하는 남친도 잘봣어요  ,0.7790113091468811,10,8.0
정말 여러모로 많은 생각을 하게 해주는 영화네요 이계절에 보면 딱이에요 남친이랑 같이 보는데 최고 ,0.9919837117195129,10,10.0
슬프고재밋어여이런사랑하고싶네여 ,0.9922490119934082,9,9.0
인생영화 그 어떠한 영화보다도 모든 대사 표정하나하나에 공감하게 된다 ,0.9918528199195862,10,10.0
더 뜨겁게 사랑해야겠다 ,0.8376849293708801,10,8.0
감동적이었어요요즘 영화 중 추천합니다 ,0.9921793937683105,10,10.0
아름다운 영화 감동이었습니다 ,0.9924955368041992,10,10.0
다시봐도명작  진부한스토리를 넘어서  사랑하고싶어지는영화입니다 ,0.9917619228363037,9,9.0
멜로영화가 줄수있는 최대치의 감동이 느껴지는 아름다운 영화입니다 어린 시절의 풋사랑과 성년이 된 후의 만남 그리고 노년의 애틋한 사랑이 참 감동적이에요 언제봐도 좋은 명작 ,0.9904678463935852,10,10.0
너무 부드럽고 따뜻한 영화 진정한 사랑에 대해 생각해보게 하는 로맨틱한 영화 ,0.9914518594741821,8,8.0
너무 재미있어요 ,0.992344319820404,10,10.0
최고 잊을수가 없는 영화 ,0.9923766255378723,10,10.0
감동적인 영화 인위적인 부분도 있지만 짠함 ,0.9921668767929077,8,8.0
진짜  재밌다 또 보고싶은 영화 ,0.9917175769805908,10,10.0
정말 다시봐도 명작이었습니다 여자친구와 마음이 따뜻해지는 하루였습니다 감사합니다 ,0.9914453029632568,10,10.0
나이들면서본노트북은다른감정을갖게했다사랑함에있어서끝까지진실하고변함없는노아는내마음을저리게했다현실에서는가능하기힘든사랑이어서더욱그런것같다가을이가고있는오늘참으로나에게좋은선물을준마음이다 ,0.9922703504562378,9,9.0
남녀의사랑과중간중간에부모의마음을읽을수있는  영화로써 아주유익하고감동적인영화였습니다멜로를 좋아하는사람들이라면  남녀간의애틋한사랑을느낄수있는  좋은 영화가될것같습니다  이영화를추천합니다 ,0.9913554787635803,10,10.0
여러가지 생각을가지게만든다 눈물이난다 ,0.9921951293945312,9,9.0
다시 봐도 좋은 영화였어요 재개봉해서 봤는데 감동 받았어요 ,0.991683840751648,10,10.0
재개봉해서 너무 좋았어요  저초등학교때 개봉한 영화라 스크린으로 본건 첨이였는데 더 몰입해서 봤습니당 여전히 최고의영화예요 ,0.99192214012146,10,10.0
사랑한다면이들처럼 ,0.966829240322113,10,10.0
최고 이 명작을 왜 지금봤나 모르겠음 ,0.9924463629722595,10,10.0
너무 감동적인영화입미다 ,0.9924473762512207,10,10.0
역시나 좋은영화입니다 ,0.9921528697013855,10,10.0
몇번을 봐도 여전히 감동인 영화에요 그냥 보면 앎 ,0.9921770691871643,10,10.0
영화보고 글 처음 남기네요관심없이 봤지만 큰 관심가지고 나왔습니다설마 하는마음 말고 꼭보세요 ,0.9833182096481323,10,10.0
사랑하는사람과보기좋은영화 ,0.9815269112586975,9,9.0
영화보면서 나도 저런사랑을 꿈꾼다하면서 완전 감정이입하며 봤어요 달달하면서 감동적인 영화 또보고싶을정도에요 ,0.9921643733978271,10,10.0
번째보는 내 인생영화 이런사랑을 하고싶어요 ,0.9922229647636414,10,10.0
굿굿짱짱굿재밋다와우 ,0.9924858808517456,10,10.0
너무멋진영화입니다추천 ,0.9922871589660645,10,10.0
인생영화에요 진짜 역대급 명작이걸 왜 이제야 봤는지같이 웃고 울고 너무 좋았어요 몇번이고 다시보고싶어요 ,0.9914578795433044,10,10.0
아름다운 음악 아름다운 영상 그러나 다시 처절한 현실로 되돌아 온다 ,0.9920752048492432,8,8.0
진짜 정말 재밌는영화 마지막에 눈물찔끔 혯습니다 ,0.991783618927002,10,10.0
퇴근후에 혼자 보고왔습니다 번이상은 족히봤는데도 여전히 감동입니다 저에게도 그런사랑이 있을까요 독백 끄적입니다 좋은 영화보시고 긴 겨울 따뜻한 마음으로 보내시길 바랍니다 ,0.9916457533836365,10,10.0
진짜번째봐도 좋네요인생영화 ,0.9922149777412415,10,10.0
영화예매하고 못보러 갔어요 ,0.5053958892822266,4,2.0
재개봉은 이유가 있어서 합니다 ,0.815748929977417,10,8.0
감동  그 자체네요 추천요 ,0.9924371838569641,10,10.0
너무 슬퍼서 여자친구 옆에서 울뻔했어요 ,0.9840355515480042,10,10.0
인생영화입니다 안보신분 꼭보시길바래요 ,0.9922860860824585,10,10.0
편하게 예약하고 잘봤습니다 ,0.9878184795379639,10,10.0
별로엿어요 왜 평점이높은지모르겟에여 ,0.008544856682419777,1,0.0
재밋어오 앨리 너무 이뻐요 노아 너무 잘생겻어여 ,0.992088794708252,10,10.0
현실에선 드문 사랑은 아닌듯 ,0.7397830486297607,10,7.0
감동의 여운이 길게 남습니다 ,0.9920670986175537,10,10.0
솔직히 이선 인생영화라서 딱히 다른 말은 하고 싶지가 않네요 안보신분 꼭 보시고  보신분 또 보세요 ,0.7502554059028625,10,8.0
역시 명작 너무 감명깊었어요 마지막 순간까지 ,0.9915628433227539,10,10.0
연인과보면 좋을영화 ,0.9076937437057495,9,8.0
진짜 노트북은 내 인생영화 ,0.8799034357070923,10,9.0
너무너무 감동적이에요 ,0.9922549724578857,10,10.0
재개봉때 다시 봐도 재밌네요 ,0.9920879006385803,8,8.0
정말 감동이고 아름다웠어요 ,0.9918393492698669,10,10.0
재밌었어요 ,0.9924442172050476,9,9.0
결혼전에 여자단속 잘하자 ,0.07859288156032562,9,1.0
너무너무재밌습니다헤헤 ,0.9922850131988525,10,10.0
감명깊게 봤어요적극적으로추천합니다 ,0.9922410249710083,10,10.0
너무 훈훈하고 아름다운 영화였습니다 ,0.9916885495185852,10,10.0
좋아요아주좋아요매우좋아요 ,0.9925270080566406,10,10.0
너랑봐서 좋았다  ,0.9718409180641174,10,10.0
언제봐도 아름다운 영화 ,0.9919671416282654,10,10.0
오랜만에 오롯이 사랑한다는 감정을 느낀 영화입니다즐겁게 기분좋게 보고 왔습니다 ,0.9917083382606506,8,8.0
여자 친구랑 재미있게 봤습니다 ,0.9924766421318054,10,10.0
감동적인 영화였습니다 노트북 워낙 유명한 영화여서 보고싶었는데 재개봉해서 보게 되어 좋았습니다 ,0.9918079972267151,8,8.0
예전에 봤던 추억이생각나서 좋았습니다 ,0.992185652256012,9,9.0
감동적이고 너무 경치가 아름다웠어요 ,0.9920001029968262,9,9.0
다시봐도 재미있습니다 ,0.9921696782112122,9,9.0
감동적임  인생작중 하나 ,0.9922769069671631,10,10.0
오랜만에 스크린 큰화면으로 노트북을 다시 볼 수 있어서 좋았어요배우들의 풋풋한 모습 볼수있어서 좋아요 강추 ,0.9917693138122559,9,9.0
아주 감동적이고 재밌어요 ,0.9921751618385315,8,8.0
보고 남자친구랑헤어졌다 ,0.5253263115882874,9,5.0
볼 때마다 눈물나는 명작중의 명작 ,0.9920079708099365,10,10.0
진짜 재밌고 다 좋은데 조연관점에서 봤을때 진짜 쓰레기인듯 ,0.08976609259843826,9,1.0
언제봐도 그리고 몇번을 봐도 명작이네요 ,0.991775631904602,10,10.0
시간이 지루하지 않은 영화엿어요 그리고 앨리와 노아같은 사랑하고 싶게만드는   ,0.9916935563087463,10,10.0
사랑의 힘은 대다내옹 ,0.8688737750053406,9,8.0
남주 연기력 정말 좋네요  ,0.992219865322113,9,9.0
진짜 감동적인 영화입니다 ,0.992241621017456,10,10.0
노아 같은 사람을 만날 수 있을거라고 나에게 헛된 희망을 심어줌 ,0.8796048164367676,10,9.0
옛날 영화가 재상영되었다고 하는데 너무 감동적이었습니다  썸이 난무하는 요즘 예전과 같은 이런 절절한 사랑이 있을까 하는 생각이 들었습니다 ,0.9918965697288513,10,10.0
저런용기가없는 나한테는 정말 많은생각을 하게 해주는 영화였다 ,0.9924280047416687,10,10.0
한번 더 보고싶은 영화에여 ,0.992310643196106,7,7.0
영화보니까 연애하고 싶음  ,0.6235203742980957,10,6.0
자신은 특별할 것 없는 평범한 사람이지만 남들보다 잘 한 것이 있다면 한 여자를 평생 열렬히 사랑했다는 늙은 노아의 말이 이 영화에서 가장 멋진 대사가 아닐까 싶다 ,0.9921481013298035,8,8.0
하필 월요일에 봤네요 ,0.6230104565620422,9,6.0
재밋다읏 ,0.992457389831543,10,10.0
재개봉 영화는 언제나 옳다 ,0.8980243802070618,9,8.0
역시 명화네요 로맨스 영화 중 가장 멋진 영화였습니다 ,0.9915816187858582,9,9.0
세기의명작입니다 펑펑울었네요 ,0.9918596148490906,10,10.0
멋진영화다시 보고싶다 ,0.9925037622451782,9,9.0
좋은 영화를 좋은 가격에 편하게 봤어요 사랑하는 엄마랑 너무 행복했어요 ,0.9919541478157043,10,10.0
오랜만에 사랑을 얘기해준 영화 ,0.9921243786811829,10,10.0
감동입니다배우의 열연 인상 깊고 마지막엔 눈물이 핑도는  ,0.9917870163917542,10,10.0
진짜 감동 여자친구와 그런 사랑 하고싶어요 ,0.9921509027481079,10,10.0
좋은영화에요 다시 봐도 마음을 움직이는 영화입니다 ,0.9920125603675842,9,9.0
감동감동너무슬픔명작 ,0.9921873807907104,10,10.0
나도 이런 아름다운 사랑을 하고 싶다 장면장면이 너무 예뻤다 ,0.9917439818382263,10,10.0
두번째 보았지만 감동은 줄지 않았어요 ,0.9908893704414368,9,9.0
남자친구랄 꼭 보고싶은 영화여서 보고왔는데 진짜 너무 이쁜 사랑이예요 엄청 울고왔네요 짱 재밌어요 ,0.991446852684021,10,10.0
엄마와 오랜만에 같이본 영화너무 아름다운영화였습니다 ,0.9915110468864441,10,10.0
동화같은 이야기다 너무 아름다워서 오히려 눈물은 안났던듯 ,0.9920950531959534,8,8.0
장면 하나하나 대사 하나하나가 가슴 먹먹해지네요 저런 사랑이 있을까 싶을만큼 아련해지는 영화였어요 눈물남  ,0.9912586808204651,10,10.0
처음부터 끝까지 질리지 않는 영화에요 너무 감동 적이고 과거의 남자친구가 떠올리게 만드는 영화인기도 한거 같아요 특히 여주인공이 사랑스럽고 매력적이라 더욱 재미있었습니다 ,0.9912193417549133,10,10.0
아름다워요 저도 남편이랑 이렇게 아름답게 살고싶어요 ,0.9918928146362305,9,9.0
스토리가 다소 진부한 것 같았습니다 영상미는 좋았습니다 ,0.09734953939914703,8,1.0
영원한 사랑이 이런걸까 감동 ,0.9924156665802002,9,9.0
아름다운 영화였어요 ,0.9924605488777161,9,9.0
최고입니다 ,0.990607738494873,10,10.0
최고의 명작입니다 영화가 너무 아릅답고 보는 내내 마음이 뭉클했습니다 감정선이 너무 예쁜 영화입니다 ,0.9913150668144226,10,10.0
첫사랑같은 영화 노트북 다시봐도 감동이였어요 ,0.9920050501823425,8,8.0
찡하고 행복한 영화입니다 ,0.9924099445343018,10,10.0
보고 또 봐도 감동적입니다다음에 또 영화관에서 보고싶어요 ,0.9920394420623779,10,10.0
감동적이네요 실화인가요 ,0.8647061586380005,8,7.0
여운최고  잠 못잘것같애요 ,0.9599490761756897,10,10.0
레이첼맥아담스가 너무 사랑스럽게 연기를 잘했다 다시봐도 감동적이다 ,0.9914366602897644,9,9.0
보면서 같이 행복해지는 영화 ,0.9920387268066406,10,10.0
재개봉때 본게 아쉬울정도 ,0.7042145729064941,10,7.0
할아버지 존멋 존 의문의 다패 ,0.6202243566513062,10,6.0
꼭봐야할영화 꼭꼭꼭꼭 ,0.9922993779182434,10,10.0
마음이 따뜻해지는영화 ,0.991817057132721,10,10.0
아름답습니다 이야기가  ,0.9924985766410828,8,8.0
너무 너무 이쁜 영화에요 ,0.9923581480979919,10,10.0
아주 오래된 옛추억도 생각나고 눈물도 나네요 ,0.9923506379127502,10,10.0
역시 만인의 인생영화인 이유가 있는 작품 ,0.9920766353607178,10,10.0
인생작이 될 것 같음 ,0.9925268888473511,10,10.0
남편과 같이 보고싶었던 영화 사소한 다툼으로 결국 혼자 감상했던그래도 넘 좋았고 예전이나 지금이나 여전히 강성폭발 영화네요 ,0.9916979074478149,10,10.0
결혼하고 싶게 만드는 영화네요 솔로말고 커플들에게 보는 것을 추천합니다 ,0.9924793243408203,9,9.0
진짜 인생영화 탑 위안에 듭니다달달한 연예세포가 ,0.8382111191749573,10,8.0
재밌어요위대너낭애대 ,0.9924788475036621,7,7.0
굳굳 입니다 굳입니다 굳입니다 ,0.9921737909317017,10,10.0
좋아요다시봐도 낭만적인 영화에요 ,0.9919483661651611,10,10.0
최고의 영화는 영혼을 일깨우고 더 많이 사랑하게 하고 가슴엔 열정을 마음에 평화를 주지 ,0.9920902252197266,10,10.0
연인과 함께라면 반드시 봐야 할 영화 ,0.9922226071357727,10,10.0
그냥이래라저래라볼만함 ,0.33769214153289795,9,3.0
내 인생의 인생영화첫사랑의 잊을 수 없는 기억 ,0.9918755292892456,10,10.0
사랑스럽고 감동적이네요 ,0.9919978976249695,9,9.0
말이 필요없는 명작입니다  ,0.9921742677688599,10,10.0
석양이 지는 식사자리에서  이렇게 아름다운건 처음봐요 라고 말하는 앨리 할머니에게서 눈을 못떼며 나도요 라고 말하던 노아할아버지그렇게 죽을때까지 한사람만 사랑하는 아름다운사랑하고싶어요그들처럼 물론 타인에게 상처주던것만빼고요 ,0.9920331835746765,8,8.0
또봐도 명작인걸 느끼게 됩니다 ,0.9920076131820679,10,10.0
젊은 남녀의 애듯한 시랑 영화 장말 아름다웠어요 ,0.9905768632888794,9,9.0
이런 사랑을 죽기전에 할 수 있을까 ,0.9798775315284729,10,10.0
달달하게 보기 좋은 영화입니다 ,0.9924519658088684,10,10.0
최고의 영화 정말 재밌게 봤어요 ,0.992066502571106,10,10.0
재밌어요 재밌어요 보세요 ,0.9925083518028259,9,9.0
봐도봐도 눈물나더라 흑 ,0.9923183917999268,10,10.0
정말 재미있게 봤습니다 ,0.9922221302986145,10,10.0
역시영화는 영화관에서 봐야하는건가 ,0.43689972162246704,10,4.0
제니스 채니퍼가 누굴까요 ,0.7284581065177917,10,7.0
영화관 스크린으로는 처음 봤습니다 다시봐도 애틋하고 좋은 영화였어요 화질이 별로였지만 오히려 그래서 더 아날로그적이고 감성적인 느낌이 들었던거 같습니다 ,0.9917632341384888,10,10.0
오랜만에개감동영화지렷음 ,0.992460310459137,10,10.0
좋았습니다 이렇게사랑할수있을까싶네요 ,0.9919285774230957,7,7.0
같이보던남친 울었으면서 안운척해요 극장에서꼭보세요 ,0.7968509793281555,10,8.0
너무 감동이에요 또보고싶네요 ,0.9921756386756897,9,9.0
명작이다 두번봤지만 또 보고싶다 ,0.9918437600135803,10,10.0
감동적이다 울뻔함  ,0.9925231337547302,10,10.0
어디서 울어야할지 모르겠디만 감동 ,0.3311765491962433,9,3.0
재밌어요 여친하고 저하고 평균점 주고갑니다 ,0.9886417984962463,10,10.0
크 ,0.5081037878990173,10,5.0
이런로멘스 부럽구 따뜻했습니다 ,0.9640781879425049,8,8.0
인생영화 못보신 분들 꼭 보셔야해요 ,0.9871201515197754,10,10.0
여주 겁나 갑자기 예쁘네요 ,0.9542526602745056,10,10.0
진짜 너무 좋았어요 또 보고싶어요 ,0.9919691681861877,10,10.0
봐도봐도좋음로맨스영화중에탑 ,0.9923309087753296,10,10.0
아름답고 이쁜 영화하지만 인생 전반을 돌아보고 나의 미래에 감정이입이 되는  ,0.9924276471138,10,10.0
정말 영화 보는 내내 울었던 영화 아름다운 사랑이다 ,0.9919375777244568,10,10.0
예전에보고또보네요옛날에비해감흥은좀떨어지지만재밌어요 ,0.9923596978187561,10,10.0
 작품성이 좋으니 재개봉했으리라는 생각이 듭니다 부부의 회상을 통해 부부간의 사랑을 아름답게 표현했으며 아름다운 가을정취가 시즌과 맞물려 감성충만해지네요특히 부부가 같이 보면 좋을듯 합니다강추 ,0.9919679760932922,7,7.0
오랜만에다시보고싶은영화 ,0.9920420050621033,10,10.0
너무 기대해서 보통이였습니다 ,0.015926063060760498,5,0.0
굿 노부부가 가져다주는 감동이 인상적 ,0.9924231171607971,8,8.0
로맨스 영화의 클래식특별하진 않아도 뻔한 이야기라도아름다움에 다시 찾는 영화 ,0.9919195175170898,8,8.0
영상이 너무 이쁘고 여자주인공 남자주인공 너무 멋있다 이런 영화속의 사랑을 하고싶을정도로 아름답고 예쁜 영화다 재미보다는 로맨스 로맨틱하고 아름다운 영화로 기억에 남을거 같다 흠뻑 빠져서 본영화 오래오래 기억에 남을거 같가 ,0.9911319613456726,9,9.0
으아어어엉 너무 슬퍼 ,0.7939680218696594,10,8.0
대박진짜인생영화입니다 ,0.9922926425933838,10,10.0
집사람이랑 간만에 영화를 보러왔습니다감회가 쩌네요 ,0.9759700298309326,10,10.0
노아와 앨리의 사랑은 그 노트에 그 글자에그 한획  한획 안에 살아 있어 그리하여 영원하고  그래서 더 아름답고 ,0.9922623634338379,10,10.0
살짝 지루한 감이 없진 않지만잔잔하고괜찮았어요 연애하고 있는 사람들에게추천합니다제 돈 주고 봤어요 ,0.9923593401908875,8,8.0
감동적인 영화였습니다  ,0.9924916625022888,10,10.0
눈물나게 행복한 스토리예요재개봉은 다 이유가 있다니까 ,0.9922360777854919,10,10.0
평가를 어찌합니까 ,0.38625526428222656,10,4.0
재개봉해서 다시보고왔습니다다시봐도진한감동실화라더욱가슴을울리네여언제봐도라이언은옳습니다레이첼도너무사랑스럽네요 ,0.991791844367981,9,9.0
다시 봐도 너무 뭉클한 영화  스토리도 배경도 너무 아름다운 로맨스 강추에요  ,0.9913763403892517,10,10.0
이가을에 감성돋는 영화잔잔한 감동을 원한다면 볼만한 영화입니다 ,0.9924269914627075,10,10.0
의 작은 나이지만 전 여자친구와 많이 사랑했었든데 비슷한 감정을 가질 수 있었어요 좋은 영화 고맙습니다 ,0.9919935464859009,10,10.0
가을의 시작과 함께 보고 싶은 영화 ,0.9918979406356812,9,9.0
사랑의 기준이 되었으면 합니다 이 영화가 정말 최고에요 ,0.9922478199005127,10,10.0
오랜만에 큰화면으로 보니 더 좋았어요 ,0.9921854138374329,9,9.0
전반부와 후반부는 참 다른 느낌이었습니다 ,0.7349912524223328,7,5.0
년 나의 첫사랑과 헤어진 후에 보았던 영화였어요 년이 흘러 다른 사람과 함께 이 영화를 보았지만 그때의 느낌 그때의 감동은 여전했습니다 최고의 영화였어요 ,0.9914606809616089,10,10.0
좋은 연출과 이쁜그림이었어요 ,0.9923495054244995,8,8.0
너무 감동적이고 좋았어요 ,0.9919730424880981,10,10.0
정말    감   동적인   영화       다운받아    한번보고     영화관에서 또 봤습니다 ,0.9924235343933105,10,10.0
말이필요없습니다계속봐도 설레는 영화네요 ,0.9919122457504272,10,10.0
넘 감동이고 헤어진 남자친구가 생각나는 영화였어요 ,0.9921516180038452,10,10.0
역시 인생영화  둘 같은 사랑이 실제로 존재할까요  ,0.9917717576026917,10,10.0
정말 명작이네요 사랑하는 사람이 생겼다면 꼭 보길추천해요 ,0.9918637275695801,10,10.0
남자의 사랑이 변하지 않음을 ,0.9648333787918091,10,10.0
레이첼 넘 예뻐요 ,0.9919592142105103,10,10.0
얼마나 명작이길래 재개봉을 하나햇는데 정말 명작이더군요 ,0.9923853874206543,10,10.0
인생드라마에요 번넘게봤는데 이번에 영화관에서 개봉해서 또 봤습니다 ,0.992068886756897,10,10.0
진짜 이런 사랑이 있을까요 ,0.9779752492904663,10,10.0
재개봉영화라 기대많이하고 봤는데  몰입해서 보다가 펑펑울었네요 제 삶까지 다시 생각하게만드는 영화였어요 배경도 너무예쁘고 예쁜영화네요 ,0.9911158084869385,10,10.0
정말 아름다운 사랑이었습니다 아련히 첫사랑의 기억이 떠 오르네요 감사합니다 ,0.9917339086532593,10,10.0
인생을 다시 돌아보게 하는 멋진 영화였어요 잔잔한 감동이 밀려옵니다 ,0.9913694262504578,10,10.0
 영화다운 영화 명작 중에 명작 최고입니당 ,0.9922178983688354,10,10.0
네 엄마가 내 집이다 인생영화 ,0.9924226403236389,10,10.0
역시나 명작  그 지체 입니다스토리영상음악 및 배우들의 연기등 완전한 일체를 보여주는 감동적인 영화 입니다 ,0.9922310709953308,9,9.0
말그대로영화같은 희박하지만현실에서도라고생각하게해줄수있는아름다운영화 ,0.9924019575119019,10,10.0
내 인생 최고의 로맨스 영화 사랑을 한다면 이렇게 ,0.9924263954162598,10,10.0
좋아요첫사랑생각하고싶으신분들은 보시면좋을거같아요 ,0.9924363493919373,10,10.0
믿고보는 레이첼 맥아담스 ,0.9780308604240417,10,10.0
오랜만에 영화관에서 영화다운 영화를 본 것 같아요 예전부터 보고싶었던 영화였는데 이번 기회에 볼 수 있어서 정말 좋았습니다 ,0.991797924041748,10,10.0
진짜 아름다운 사랑이야기 ,0.992192804813385,9,9.0
다시 봐도 그리운 사랑입니다 ,0.9922012090682983,10,10.0
볼때마다 새로운영화인거같아요영화관에서보니 감동이 더배네요 ,0.9923404455184937,10,10.0
재개봉한 이유를 알 것 같다 ,0.8462770581245422,10,8.0
예전부터 보고싶었는데 영상도 예쁘고 너무 사랑스러운 영화 ,0.9917392730712891,9,9.0
슬픈 해피엔딩이었다 ,0.9794750213623047,8,8.0
사람들이 왜 노트북 노트북 하는줄이제 알았네요 명작 ,0.9924561977386475,10,10.0
연기력스토리감독의 표현력 모든면에서 최고였다 ,0.9920639395713806,10,10.0
다시봐도 감동적인 영화네요스토리도 배우도 탄탄하네요 ,0.9913597702980042,10,10.0
진심 인생영화 안보실분들 꼭 보길바래요  ,0.9860066175460815,10,10.0
예전에 보았었던 영화인데다시 봐도 감동이네요 너무 좋은 영화였어요 ,0.9918354749679565,9,9.0
몇번이고 다시봐도 좋네요 ,0.9920672178268433,10,10.0
오랜만에 마음 편하게  눈물 흘리고 가슴 따뜻하게  볼 수 있었던 영화 ,0.9914681911468506,9,9.0
모처럼 가슴을 따뜻하게히는 감동적인 영화였다첫사랑을 끝까지 지켜내며 사랑의결실로 죽는 그순간까지 사랑하는 사람과  함께한다는것  현재를 살아가는 이들에게 강추하고픈 영화였다 ,0.9907113909721375,10,10.0
이렇게 보는내내 가슴따뜻한 영화가 다시나올까요 ,0.9920274615287781,10,10.0
재개봉했다고해서 간만에 다시 봤는데역시에욯 ,0.7820114493370056,10,8.0
점도 부족한 인생영화 ,0.13252855837345123,10,1.0
옛날에 개봉한거 치고는 재미잇엇어용 ,0.9646744132041931,9,9.0
강추 꿀잼이에여 ,0.9919370412826538,10,10.0
애인이 슬픈눈물을흘리면서 보는모습을보고 저희도 같은상황이거든요 아무튼 약속하구 엉뚱한데로가서 저를 찾아요 ,0.6615201830863953,9,6.0
기대보단 별류 진부하지 않앗나 생각 ,0.4271838068962097,7,3.0
말로만 듣던 명작이었는데 로 안보고 영화관에서 볼 수 있어서 참 좋았어요 인생에서 선택을 하는 순간순간의 아름다움이 절절히 느껴졌어요 ,0.9917864203453064,10,10.0
상영중에 전화받는 사람때문에라도 또 볼 영화 ,0.803877592086792,10,8.0
재개봉해서 다시 보게 된 영화사랑하는 사람이랑 보게 돼서 그런지 더욱 더 와닿았던 영화 다시 또 보고싶은 영화네요 ,0.990871012210846,10,10.0
울다가 웃다가 하면서 감동깊게 봤어요 ,0.9919551014900208,10,10.0
정말 여운이 남는 영화였습니다이런 영화를 재 개봉 해주셔서 감사드립니다 ,0.9922060370445251,10,10.0
진정한 사랑 진실된 사랑 을 하고 싶은 영화에요 ,0.9920280575752258,8,8.0
오랜만에 다시 본 영화 최고입니다 ,0.9919732809066772,10,10.0
재개봉관에서 설레는 맘으로 보다가 어 어디서 보던 장면인데 싶었는데 아차차 몇 년 전 텔레비전에서 이미 본 영화였던 것 볼 때마다 새록새록 삶에 대한 사랑에 대한 성찰을 던져주는 좋은 영화 사랑에 관한 매우 완성도 높은 걸작 ,0.9916395545005798,10,10.0
영화는 혼자 봤지만 곁에 있는 사람의 소중함과 애틋함을 느낄 수 있는 영화였어요 이제서야 접하게 되어 아쉬울 뿐이네요 잘 봤어요 여운이 많이 남을 것 같아요 ,0.9914843440055847,10,10.0
왜 재개봉을 했는지 알겠네요  인생영화당첨 ,0.971255898475647,10,10.0
최고에요 엄청 우럭따 ,0.9887793064117432,10,10.0
학창시절 너무 좋아하던 영화였습니다  사랑하는 사람을 만나 같이 영화관에서 이 영화를 다시 보니 감회가 새롭네요 여전히 가슴 아리고 행복했습니다 ,0.9916771650314331,10,10.0
열정적인 사랑에 관한 영화 ,0.9884063005447388,8,8.0
뭉클하고  아름다운 사랑 그리고 인생이야기 ,0.9917235970497131,10,10.0
개봉당시에도 인기 있는 영화 였는데  그당시에는  오히려 인기영화는 보기 싫어서 노트북을 못 보고 지나갔고 티비에서도 여러번 해줬는데도 무슨 고집으로 안봤는지 이때까지 못봤네요재개봉 했다길래 예매하고 오늘 보고 왔는데 완전 감동 먹고 왔어요 ,0.9922086000442505,10,10.0
영원한 명작 포스터의 글귀 대로 사랑한다면 이들처럼 ,0.985230028629303,10,10.0
제일 좋아하는 영화를 극장에서 다시 보게되어 좋았습니당 ,0.9906871914863586,10,10.0
너무좋아요 진짜 사랑하고싶어졌어요 ,0.9920483231544495,10,10.0
슬픔과감동이 ,0.992199718952179,10,10.0
재밌어요 짱짱인생영화 ,0.9922810196876526,10,10.0
굿 역시 명작은 명작입니다 ,0.9925236105918884,10,10.0
아름다운 가슴이 따뜻한 영화였어요 ,0.9918128252029419,9,9.0
너무 감동적이고 이렇게 사랑하고 싶어요 ,0.9916927814483643,10,10.0
가슴이 뜨거워지는 영화 ,0.9921150803565979,10,10.0
재개봉영화는 이유가 있어요혼자서도 보시는뷴들많고 너무 아름답게 봤어요 ,0.9919231534004211,10,10.0
둘은 로맨스인데 버려진 사람들은 ,0.4229198098182678,7,3.0
정말 여운이 남는 영화네요 영화 좋아하시는분은 꼭 한번은 봐야 할거같습니다 ,0.9918530583381653,10,10.0
너무너무너무너무잼잇는영화 ,0.9920593500137329,10,10.0
둘의 사랑은 변하지 않았을까 ,0.9193850755691528,10,9.0
네 엄마가 있는 곳이 내 집이야단연 최고 입니다 ,0.9916252493858337,10,10.0
역시는 역시 명작답네요 ,0.9920904636383057,10,10.0
간만에 머리띵할때까지 펑펑 운 찐한 영화  ,0.992230236530304,9,9.0
내내 입가에 미소를 띠고 보다가 마지막에는 울면서 나왔네요 먹먹하면서 따뜻한 영화였습니다 ,0.9915717840194702,9,9.0
노트북 최고에요 정말 꼭 보시길 ,0.9913017153739929,10,10.0
남자주인공의 순정파 사랑에 감동받았어요 ,0.9924513697624207,9,9.0
예전에 봤던거 또 보는거지만 재밌어요 ,0.9921448826789856,9,9.0
진짜 정말 감동적인 영화였습니당  최고에욧  ,0.9924924969673157,10,10.0
너무나 잔잔한 뻔한 이야기지만 그래도 너무 좋고 슬픈 레이첼맥아담스 너무 사랑스러운 ,0.9917941689491272,9,9.0
재밌기도 했는데 그냥 너랑 봐서 좋았어 ,0.9242982268333435,10,9.0
내인생영화 리개봉한데서 다시봤는데 역시나감동 ,0.9919636249542236,10,10.0
오랫만에 관람한 멜로장르인데 나쁘지 않았네요 ,0.9923477172851562,9,9.0
좋은영화였습니다 다음에도 ,0.9923515915870667,10,10.0
두번봐도 명작 갓트북  감동적 ,0.9920336604118347,10,10.0
정말 잼있게 봤습니다 첫사랑에 대한 ,0.9916685819625854,10,10.0
완벽한 사랑 우리의 완전한 사랑 ,0.9877049922943115,10,10.0
